Ticket	Item	Type	Size	Open Time	Open Price	Close Time	Close Price	S/L	T/P	Commission	Swap	Profit	Comment
101000015	GBPUSD	buy	2.0	2022.11.03 02:23:46	1.11398	2022.11.03 06:29:46	1.11396	1.11098	1.11798	-12.0	-1.6	-4279.0	Trend
101000016	AUDUSD	sell	1.0	2025.09.30 20:57:46	1.00789	2025.10.01 01:40:46	1.00795	1.01089	1.00389	0.0	-6.5	-6054.0	Range
101000017	EURJPY	buy	2.0	2024.10.23 19:30:46	159.778	2024.10.23 20:23:46	159.746	159.775	159.782	0.0	-3.8	-6417.0	Scalp
101000018	EURJPY	buy	0.3	2023.03.12 09:02:46	106.353	2023.03.12 10:20:46	106.19	106.35	106.357	0.0	-8.4	-4877.0	Breakout
101000019	GBPUSD	sell	1.0	2023.08.06 23:48:46	1.08904	2023.08.07 04:11:46	1.08912	1.09204	1.08504	0.0	0.5	-7507.0	Pullback
101000020	GBPJPY	buy	2.0	2024.07.06 18:28:46	154.048	2024.07.06 19:27:46	154.037	154.045	154.052	-12.0	2.2	-2157.0	Reversal
101000021	EURUSD	buy	1.0	2023.07.03 22:56:46	1.01769	2023.07.04 03:38:46	1.01761	1.01469	1.02169	0.0	-2.7	-7614.0	Trend
101000022	GBPJPY	sell	1.0	2023.11.07 15:51:46	147.986	2023.11.07 17:35:46	147.904	147.989	147.982	0.0	5.3	8183.0	Range
101000023	EURJPY	sell	0.5	2024.02.29 16:08:46	117.838	2024.02.29 21:02:46	117.998	117.841	117.834	-12.0	-9.2	-7979.0	Scalp
101000024	USDJPY	sell	2.0	2023.09.17 08:34:46	141.032	2023.09.17 09:31:46	141.074	141.035	141.028	0.0	4.2	-8287.0	Breakout
101000025	GBPUSD	buy	1.0	2025.09.17 15:53:46	1.42203	2025.09.17 16:45:46	1.42206	1.41903	1.42603	-12.0	-2.0	2356.0	Pullback
101000026	USDJPY	sell	0.3	2023.09.21 08:38:46	111.227	2023.09.21 12:14:46	111.053	111.23	111.223	0.0	7.4	5197.0	Reversal
101000027	AUDUSD	sell	2.0	2024.08.14 00:00:46	1.12278	2024.08.14 02:42:46	1.1228	1.12578	1.11878	0.0	3.9	-2782.0	Trend
101000028	USDJPY	sell	0.3	2024.09.18 17:15:46	151.497	2024.09.18 17:58:46	151.676	151.5	151.493	0.0	0.6	-5344.0	Range
101000029	USDJPY	buy	1.0	2025.10.19 12:18:46	145.361	2025.10.19 16:41:46	145.283	145.358	145.365	0.0	-0.3	-7819.0	Scalp
101000030	EURUSD	sell	1.0	2022.10.30 12:51:46	1.17706	2022.10.30 13:54:46	1.17702	1.18006	1.17306	0.0	-0.1	4212.0	Breakout
101000031	GBPUSD	buy	2.0	2025.02.12 10:58:46	0.99747	2025.02.12 15:41:46	0.99753	0.99447	1.00147	0.0	-4.5	12358.0	Pullback
101000032	EURUSD	buy	2.0	2023.08.11 01:33:46	1.31612	2023.08.11 04:49:46	1.31615	1.31312	1.32012	0.0	-6.6	5619.0	Reversal
101000033	EURJPY	sell	1.0	2023.08.29 16:54:46	116.769	2023.08.29 20:23:46	116.672	116.772	116.765	0.0	-5.0	9627.0	Trend
101000034	GBPUSD	buy	0.5	2023.10.12 15:54:46	1.17478	2023.10.12 19:54:46	1.17458	1.17178	1.17878	0.0	-0.1	-10024.0	Range
101000035	AUDUSD	buy	0.5	2023.09.23 13:41:46	1.46863	2023.09.23 17:38:46	1.46847	1.46563	1.47263	-12.0	6.7	-8090.0	Scalp
101000036	GBPUSD	buy	0.5	2023.01.23 14:49:46	0.95697	2023.01.23 17:41:46	0.95705	0.95397	0.96097	0.0	-1.8	4068.0	Breakout
101000037	EURJPY	sell	1.0	2023.01.24 02:06:46	100.605	2023.01.24 03:19:46	100.565	100.608	100.601	-12.0	-9.1	4002.0	Pullback
101000038	USDJPY	sell	0.3	2023.08.17 04:49:46	109.575	2023.08.17 08:55:46	109.395	109.578	109.571	-12.0	1.6	5380.0	Reversal
101000039	EURJPY	sell	2.0	2024.01.27 21:16:46	135.705	2024.01.28 00:12:46	135.622	135.708	135.701	0.0	3.3	16556.0	Trend
101000040	GBPJPY	sell	2.0	2023.12.31 07:38:46	125.131	2023.12.31 11:47:46	125.145	125.134	125.127	-12.0	10.0	-2957.0	Range
101000041	AUDUSD	sell	1.0	2024.03.28 08:41:46	1.43563	2024.03.28 13:11:46	1.43555	1.43863	1.43163	0.0	-8.4	8337.0	Scalp
101000042	AUDUSD	buy	1.0	2023.11.06 13:14:46	1.31808	2023.11.06 15:47:46	1.31812	1.31508	1.32208	-12.0	-2.4	4478.0	Breakout
101000043	EURJPY	sell	0.5	2024.01.18 01:55:46	119.91	2024.01.18 03:22:46	120.069	119.913	119.906	0.0	-8.8	-7929.0	Pullback
101000044	AUDUSD	sell	0.5	2022.12.04 10:06:46	1.30113	2022.12.04 11:28:46	1.30095	1.30413	1.29713	0.0	-8.7	8871.0	Reversal
101000045	GBPJPY	sell	2.0	2024.04.17 08:03:46	133.61	2024.04.17 11:41:46	133.587	133.613	133.606	0.0	1.2	4429.0	Trend
101000046	EURUSD	sell	2.0	2025.01.16 18:33:46	0.95484	2025.01.16 21:14:46	0.95481	0.95784	0.95084	-12.0	4.0	6171.0	Range
101000047	EURJPY	sell	1.0	2023.06.22 02:19:46	146.439	2023.06.22 06:43:46	146.472	146.442	146.435	0.0	-8.8	-3339.0	Scalp
101000048	AUDUSD	buy	0.5	2022.12.23 04:05:46	0.96655	2022.12.23 08:50:46	0.96664	0.96355	0.97055	0.0	-5.4	4306.0	Breakout
101000049	AUDUSD	sell	1.0	2024.05.08 08:02:46	1.2776	2024.05.08 09:26:46	1.27758	1.2806	1.2736	0.0	7.4	2779.0	Pullback
101000050	EURUSD	buy	1.0	2023.07.19 20:50:46	1.04695	2023.07.20 01:06:46	1.04689	1.04395	1.05095	-12.0	9.6	-6037.0	Reversal
101000051	GBPJPY	buy	0.3	2022.11.26 19:41:46	130.564	2022.11.26 23:37:46	130.415	130.561	130.568	0.0	-3.5	-4478.0	Trend
101000052	USDJPY	sell	1.0	2025.08.11 16:36:46	113.797	2025.08.11 20:10:46	113.82	113.8	113.793	0.0	-2.9	-2255.0	Range
101000053	USDJPY	sell	0.5	2024.08.30 12:10:46	129.396	2024.08.30 15:37:46	129.305	129.399	129.392	0.0	-2.1	4552.0	Scalp
101000054	GBPUSD	sell	0.3	2024.08.13 06:50:46	1.47104	2024.08.13 10:42:46	1.47134	1.47404	1.46704	0.0	6.9	-9183.0	Breakout
101000055	GBPJPY	sell	2.0	2024.08.02 16:47:46	106.33	2024.08.02 19:10:46	106.372	106.333	106.326	-12.0	3.8	-8278.0	Pullback
101000056	EURJPY	buy	2.0	2023.03.31 22:56:46	148.252	2023.04.01 02:19:46	148.289	148.249	148.256	-12.0	-0.7	7502.0	Reversal
101000057	AUDUSD	buy	0.5	2023.11.13 17:32:46	1.35584	2023.11.13 22:32:46	1.35561	1.35284	1.35984	-12.0	5.0	-11348.0	Trend
101000058	AUDUSD	buy	0.5	2024.07.16 09:09:46	1.06445	2024.07.16 12:34:46	1.06458	1.06145	1.06845	0.0	-1.5	6690.0	Range
101000059	USDJPY	sell	1.0	2025.09.12 19:57:46	158.09	2025.09.12 20:53:46	157.911	158.093	158.086	0.0	-0.7	17846.0	Scalp
101000060	GBPUSD	sell	0.3	2025.04.03 22:24:46	1.10789	2025.04.04 02:27:46	1.10821	1.11089	1.10389	0.0	4.3	-9368.0	Breakout
101000061	GBPJPY	buy	0.3	2024.06.23 21:19:46	124.285	2024.06.24 01:57:46	124.048	124.282	124.289	0.0	-0.5	-7138.0	Pullback
101000062	GBPUSD	sell	2.0	2024.04.15 02:18:46	1.47873	2024.04.15 07:01:46	1.47867	1.48173	1.47473	0.0	1.4	11099.0	Reversal
101000063	EURJPY	sell	2.0	2023.05.31 08:02:46	135.329	2023.05.31 12:40:46	135.357	135.332	135.325	0.0	-2.5	-5557.0	Trend
101000064	EURUSD	buy	0.5	2023.04.01 14:59:46	1.00081	2023.04.01 17:04:46	1.00098	0.99781	1.00481	0.0	-8.2	8612.0	Range
101000065	EURUSD	buy	0.5	2023.07.09 16:20:46	1.04852	2023.07.09 21:15:46	1.04844	1.04552	1.05252	0.0	4.1	-3703.0	Scalp
101000066	EURJPY	sell	1.0	2025.10.12 22:45:46	106.054	2025.10.13 02:12:46	105.998	106.057	106.05	0.0	-8.3	5596.0	Breakout
101000067	GBPJPY	sell	0.5	2024.12.24 02:22:46	142.464	2024.12.24 05:03:46	142.65	142.467	142.46	0.0	-6.0	-9315.0	Pullback
101000068	USDJPY	buy	0.3	2024.10.17 11:44:46	123.301	2024.10.17 14:55:46	123.539	123.298	123.305	0.0	5.3	7134.0	Reversal
101000069	USDJPY	buy	2.0	2025.07.03 18:41:46	157.788	2025.07.03 22:13:46	157.834	157.785	157.792	0.0	3.1	9223.0	Trend
101000070	GBPUSD	buy	0.5	2024.02.21 15:50:46	0.99774	2024.02.21 17:23:46	0.99758	0.99474	1.00174	0.0	-6.5	-7903.0	Range
101000071	GBPUSD	sell	0.3	2024.01.12 09:59:46	1.05535	2024.01.12 11:16:46	1.05552	1.05835	1.05135	0.0	7.8	-4943.0	Scalp
101000072	GBPJPY	buy	2.0	2023.07.04 02:21:46	136.477	2023.07.04 06:15:46	136.503	136.474	136.481	-12.0	-5.7	5114.0	Breakout
101000073	EURUSD	sell	1.0	2025.08.05 18:46:46	1.47611	2025.08.05 23:24:46	1.47606	1.47911	1.47211	-12.0	-5.1	4839.0	Pullback
101000074	GBPUSD	sell	1.0	2024.06.21 07:44:46	1.30645	2024.06.21 09:04:46	1.30639	1.30945	1.30245	-12.0	8.4	6416.0	Reversal
101000075	USDJPY	sell	0.5	2025.02.03 05:53:46	144.19	2025.02.03 08:24:46	144.339	144.193	144.186	0.0	5.0	-7429.0	Trend
101000076	GBPUSD	buy	0.3	2025.05.21 02:56:46	1.40996	2025.05.21 04:17:46	1.40986	1.40696	1.41396	0.0	1.6	-3158.0	Range
101000077	GBPJPY	buy	0.3	2024.08.27 00:36:46	128.499	2024.08.27 01:22:46	128.253	128.496	128.503	0.0	-9.9	-7407.0	Scalp
101000078	EURUSD	sell	0.5	2023.11.10 08:14:46	1.30033	2023.11.10 11:29:46	1.30049	1.30333	1.29633	0.0	4.2	-7666.0	Breakout
101000079	GBPJPY	sell	0.5	2023.05.16 16:51:46	115.444	2023.05.16 19:24:46	115.273	115.447	115.44	-12.0	-3.3	8538.0	Pullback
101000080	USDJPY	sell	1.0	2025.04.20 07:51:46	157.498	2025.04.20 09:36:46	157.422	157.501	157.494	0.0	-1.2	7670.0	Reversal
101000081	USDJPY	buy	0.3	2024.11.16 05:33:46	108.859	2024.11.16 06:54:46	108.933	108.856	108.863	-12.0	-3.2	2224.0	Trend
101000082	AUDUSD	buy	0.5	2023.03.28 01:27:46	1.46801	2023.03.28 04:18:46	1.46814	1.46501	1.47201	-12.0	-8.4	6548.0	Range
101000083	AUDUSD	buy	0.5	2024.03.09 15:37:46	1.29148	2024.03.09 17:38:46	1.29131	1.28848	1.29548	0.0	-5.2	-8866.0	Scalp
101000084	AUDUSD	sell	0.5	2025.04.12 14:53:46	1.24359	2025.04.12 18:05:46	1.24373	1.24659	1.23959	0.0	4.9	-7340.0	Breakout
101000085	USDJPY	buy	0.5	2025.06.17 13:15:46	130.109	2025.06.17 16:25:46	129.956	130.106	130.113	0.0	-9.6	-7648.0	Pullback
101000086	GBPJPY	sell	0.3	2022.11.14 22:38:46	145.992	2022.11.15 00:44:46	146.232	145.995	145.988	-12.0	-1.1	-7198.0	Reversal
101000087	GBPUSD	sell	1.0	2024.01.25 03:00:46	0.97831	2024.01.25 05:02:46	0.97834	0.98131	0.97431	0.0	0.5	-3881.0	Trend
101000088	EURJPY	sell	1.0	2023.07.28 07:37:46	134.566	2023.07.28 11:17:46	134.606	134.569	134.562	0.0	-5.0	-3984.0	Range
101000089	EURJPY	buy	0.5	2024.06.15 18:07:46	116.12	2024.06.15 18:37:46	116.317	116.117	116.124	0.0	-8.9	9883.0	Scalp
101000090	GBPUSD	sell	2.0	2025.08.04 19:02:46	1.49175	2025.08.04 20:08:46	1.49174	1.49475	1.48775	0.0	0.7	1982.0	Breakout
101000091	EURJPY	sell	2.0	2024.01.24 00:46:46	116.991	2024.01.24 05:29:46	117.015	116.994	116.987	-12.0	-3.6	-4841.0	Pullback
101000092	AUDUSD	buy	1.0	2024.11.09 09:09:46	1.18842	2024.11.09 12:42:46	1.18848	1.18542	1.19242	-12.0	-4.6	6031.0	Reversal
101000093	EURUSD	buy	0.5	2023.06.02 11:19:46	1.18901	2023.06.02 14:27:46	1.18921	1.18601	1.19301	0.0	1.5	10101.0	Trend
101000094	USDJPY	sell	0.5	2023.03.14 08:25:46	102.818	2023.03.14 11:13:46	102.769	102.821	102.814	-12.0	-8.0	2461.0	Range
101000095	USDJPY	buy	2.0	2025.07.25 13:32:46	117.083	2025.07.25 17:04:46	117.034	117.08	117.087	-12.0	-8.5	-9811.0	Scalp
101000096	USDJPY	sell	0.3	2025.09.12 08:31:46	114.029	2025.09.12 12:50:46	113.785	114.032	114.025	0.0	-4.2	7315.0	Breakout
101000097	GBPJPY	buy	0.5	2023.05.03 19:03:46	156.105	2023.05.03 19:38:46	156.206	156.102	156.109	-12.0	-0.9	5054.0	Pullback
101000098	USDJPY	buy	0.5	2023.02.02 02:02:46	126.174	2023.02.02 06:46:46	126.47	126.171	126.178	0.0	-6.2	14796.0	Reversal
101000099	AUDUSD	sell	1.0	2023.05.07 03:43:46	1.23566	2023.05.07 05:16:46	1.23559	1.23866	1.23166	0.0	-7.5	7254.0	Trend
101000100	EURUSD	buy	0.3	2024.01.07 17:09:46	0.99822	2024.01.07 20:50:46	0.99849	0.99522	1.00222	0.0	5.2	8222.0	Range
101000101	EURJPY	sell	0.3	2024.05.06 11:25:46	103.889	2024.05.06 13:19:46	103.576	103.892	103.885	-12.0	-6.0	9365.0	Scalp
101000102	EURJPY	buy	0.5	2025.08.13 20:28:46	115.718	2025.08.13 21:38:46	115.569	115.715	115.722	0.0	-4.8	-7459.0	Breakout
101000103	EURUSD	sell	2.0	2023.06.11 22:56:46	1.38279	2023.06.12 03:01:46	1.38284	1.38579	1.37879	0.0	-4.9	-9033.0	Pullback
101000104	USDJPY	buy	0.5	2025.05.12 05:08:46	146.607	2025.05.12 07:37:46	146.387	146.604	146.611	0.0	0.2	-10972.0	Reversal
101000105	AUDUSD	buy	2.0	2024.10.08 02:13:46	1.29751	2024.10.08 06:20:46	1.29749	1.29451	1.30151	0.0	-3.5	-5031.0	Trend
101000106	USDJPY	buy	0.3	2025.09.19 00:27:46	149.833	2025.09.19 01:09:46	149.486	149.83	149.837	0.0	9.4	-10412.0	Range
101000107	EURUSD	buy	1.0	2023.05.18 13:14:46	1.09113	2023.05.18 18:08:46	1.09118	1.08813	1.09513	0.0	5.6	4868.0	Scalp
101000108	USDJPY	buy	2.0	2023.09.27 13:58:46	115.117	2023.09.27 15:58:46	115.072	115.114	115.121	0.0	-1.4	-8935.0	Breakout
101000109	GBPJPY	buy	0.3	2025.08.14 15:25:46	128.759	2025.08.14 19:41:46	128.84	128.756	128.763	-12.0	1.1	2407.0	Pullback
101000110	AUDUSD	buy	0.5	2024.02.17 17:06:46	1.45225	2024.02.17 20:31:46	1.4524	1.44925	1.45625	0.0	-5.2	7217.0	Reversal
101000111	EURJPY	buy	0.3	2025.02.07 10:23:46	146.916	2025.02.07 15:13:46	146.627	146.913	146.92	-12.0	-1.7	-8672.0	Trend
101000112	EURJPY	sell	2.0	2025.04.22 01:31:46	107.676	2025.04.22 02:06:46	107.628	107.679	107.672	0.0	3.6	9547.0	Range
101000113	EURUSD	buy	0.3	2025.04.14 22:40:46	1.28278	2025.04.15 01:42:46	1.283	1.27978	1.28678	-12.0	-6.2	6694.0	Scalp
101000114	USDJPY	buy	2.0	2024.08.29 20:57:46	145.206	2024.08.30 00:43:46	145.186	145.203	145.21	0.0	7.6	-4034.0	Breakout
101000115	AUDUSD	buy	1.0	2023.07.28 05:00:46	1.1628	2023.07.28 08:47:46	1.16285	1.1598	1.1668	-12.0	6.2	5517.0	Pullback
101000116	GBPUSD	buy	1.0	2024.10.22 11:43:46	1.27739	2024.10.22 16:20:46	1.27743	1.27439	1.28139	-12.0	-8.0	4939.0	Reversal
101000117	GBPJPY	buy	2.0	2022.12.01 13:28:46	107.269	2022.12.01 18:25:46	107.233	107.266	107.273	0.0	-4.3	-7109.0	Trend
101000118	GBPUSD	sell	0.5	2023.02.03 00:31:46	1.37519	2023.02.03 02:55:46	1.37506	1.37819	1.37119	0.0	-8.2	6527.0	Range
101000119	GBPJPY	sell	0.3	2025.03.09 19:27:46	100.962	2025.03.09 20:14:46	101.157	100.965	100.958	-12.0	-7.1	-5855.0	Scalp
101000120	EURUSD	sell	0.5	2024.05.18 08:58:46	1.26857	2024.05.18 11:09:46	1.2684	1.27157	1.26457	-12.0	-0.5	8522.0	Breakout
101000121	EURJPY	buy	1.0	2024.07.31 18:32:46	128.156	2024.07.31 20:45:46	128.073	128.153	128.16	0.0	7.3	-8231.0	Pullback
101000122	EURJPY	buy	2.0	2025.04.23 06:33:46	149.098	2025.04.23 11:10:46	149.111	149.095	149.102	0.0	-7.9	2571.0	Reversal
101000123	EURUSD	sell	2.0	2024.05.07 00:00:46	1.11597	2024.05.07 01:00:46	1.11592	1.11897	1.11197	0.0	3.6	10035.0	Trend
101000124	EURUSD	buy	0.3	2023.05.25 15:22:46	1.32366	2023.05.25 18:32:46	1.32389	1.32066	1.32766	-12.0	4.8	6740.0	Range
101000125	USDJPY	sell	0.3	2024.11.26 19:27:46	143.695	2024.11.26 23:50:46	143.911	143.698	143.691	-12.0	8.9	-6488.0	Scalp
101000126	AUDUSD	buy	2.0	2024.12.20 03:08:46	1.05716	2024.12.20 04:42:46	1.05719	1.05416	1.06116	0.0	-8.0	6227.0	Breakout
101000127	GBPJPY	sell	1.0	2023.09.27 11:03:46	122.502	2023.09.27 12:46:46	122.546	122.505	122.498	0.0	1.4	-4421.0	Pullback
101000128	GBPJPY	sell	1.0	2022.11.26 19:56:46	140.195	2022.11.27 00:39:46	140.125	140.198	140.191	-12.0	-7.5	7043.0	Reversal
101000129	EURJPY	buy	2.0	2024.10.23 02:02:46	142.634	2024.10.23 04:48:46	142.586	142.631	142.638	0.0	2.5	-9674.0	Trend
101000130	AUDUSD	sell	0.3	2025.08.26 12:27:46	1.25554	2025.08.26 13:27:46	1.25542	1.25854	1.25154	0.0	6.4	3642.0	Range
101000131	EURJPY	buy	2.0	2023.10.15 23:13:46	134.072	2023.10.16 03:40:46	134.082	134.069	134.076	0.0	6.1	1986.0	Scalp
101000132	USDJPY	buy	2.0	2023.08.04 19:21:46	134.839	2023.08.04 20:53:46	134.819	134.836	134.843	0.0	-4.4	-3918.0	Breakout
101000133	GBPJPY	sell	1.0	2023.11.04 05:42:46	140.666	2023.11.04 10:26:46	140.567	140.669	140.662	0.0	-2.1	9829.0	Pullback
101000134	USDJPY	buy	0.3	2023.07.09 02:32:46	137.17	2023.07.09 04:54:46	137.278	137.167	137.174	0.0	2.2	3238.0	Reversal
101000135	EURUSD	sell	1.0	2024.02.09 02:58:46	1.42152	2024.02.09 07:10:46	1.42147	1.42452	1.41752	0.0	2.2	5158.0	Trend
101000136	USDJPY	sell	0.3	2025.10.20 03:37:46	130.28	2025.10.20 04:16:46	130.189	130.283	130.276	-12.0	6.4	2736.0	Range
101000137	EURJPY	buy	0.3	2023.03.18 11:21:46	113.436	2023.03.18 14:58:46	113.76	113.433	113.44	0.0	-7.9	9709.0	Scalp
101000138	AUDUSD	buy	2.0	2023.07.14 07:04:46	1.46005	2023.07.14 08:21:46	1.46009	1.45705	1.46405	0.0	-5.9	8989.0	Breakout
101000139	USDJPY	buy	0.3	2022.10.30 03:55:46	159.192	2022.10.30 07:59:46	159.034	159.189	159.196	0.0	-8.7	-4742.0	Pullback
101000140	GBPUSD	sell	0.5	2023.11.15 19:01:46	1.18727	2023.11.15 22:39:46	1.18748	1.19027	1.18327	0.0	6.3	-10538.0	Reversal
101000141	GBPJPY	sell	0.5	2025.08.28 11:14:46	149.17	2025.08.28 15:08:46	149.03	149.173	149.166	0.0	-5.6	7003.0	Trend
101000142	USDJPY	sell	0.3	2024.08.27 00:44:46	130.413	2024.08.27 03:27:46	130.617	130.416	130.409	-12.0	-7.4	-6118.0	Range
101000143	EURUSD	buy	0.5	2023.12.24 11:29:46	1.3218	2023.12.24 15:45:46	1.32199	1.3188	1.3258	-12.0	-1.2	9282.0	Scalp
101000144	USDJPY	buy	1.0	2023.01.10 08:59:46	106.024	2023.01.10 10:51:46	106.058	106.021	106.028	0.0	-6.8	3368.0	Breakout
101000145	USDJPY	buy	0.3	2025.03.12 20:46:46	145.816	2025.03.12 22:42:46	145.583	145.813	145.82	0.0	-8.5	-6983.0	Pullback
101000146	GBPUSD	sell	1.0	2022.11.19 10:17:46	1.00643	2022.11.19 14:48:46	1.00651	1.00943	1.00243	-12.0	3.8	-8095.0	Reversal
101000147	EURJPY	buy	0.5	2024.10.22 06:56:46	146.372	2024.10.22 11:32:46	146.239	146.369	146.376	0.0	-5.3	-6642.0	Trend
101000148	AUDUSD	buy	0.3	2023.07.27 14:31:46	1.46422	2023.07.27 17:24:46	1.4638	1.46122	1.46822	0.0	7.4	-12495.0	Range
101000149	GBPUSD	buy	2.0	2023.03.13 13:20:46	1.34356	2023.03.13 17:23:46	1.34354	1.34056	1.34756	0.0	-6.3	-4823.0	Scalp
101000150	EURUSD	sell	0.3	2024.02.05 17:15:46	1.44168	2024.02.05 22:05:46	1.44144	1.44468	1.43768	0.0	-4.7	6928.0	Breakout
101000151	GBPJPY	sell	1.0	2023.01.31 01:04:46	121.38	2023.01.31 01:58:46	121.324	121.383	121.376	0.0	10.0	5647.0	Pullback
101000152	GBPJPY	buy	2.0	2023.12.31 02:24:46	154.762	2023.12.31 04:57:46	154.729	154.759	154.766	0.0	-4.1	-6591.0	Reversal
101000153	GBPUSD	sell	1.0	2024.06.05 11:37:46	1.12175	2024.06.05 13:14:46	1.12165	1.12475	1.11775	0.0	4.3	9535.0	Trend
101000154	GBPUSD	sell	0.5	2024.09.06 02:03:46	1.01587	2024.09.06 04:30:46	1.01606	1.01887	1.01187	0.0	-4.4	-9591.0	Range
101000155	USDJPY	buy	2.0	2024.05.14 13:52:46	128.228	2024.05.14 15:15:46	128.242	128.225	128.232	0.0	-0.3	2818.0	Scalp
101000156	GBPUSD	buy	2.0	2024.11.21 16:55:46	1.31168	2024.11.21 20:16:46	1.31163	1.30868	1.31568	0.0	-7.2	-9938.0	Breakout
101000157	GBPJPY	sell	0.3	2024.02.18 19:30:46	110.078	2024.02.19 00:13:46	110.345	110.081	110.074	-12.0	3.7	-7990.0	Pullback
101000158	GBPUSD	sell	0.5	2023.01.14 15:51:46	1.34227	2023.01.14 18:37:46	1.3424	1.34527	1.33827	0.0	5.2	-6439.0	Reversal
101000159	USDJPY	buy	0.5	2023.08.30 12:41:46	140.93	2023.08.30 17:12:46	141.114	140.927	140.934	0.0	7.9	9222.0	Trend
101000160	USDJPY	buy	2.0	2025.01.06 14:52:46	143.248	2025.01.06 16:39:46	143.262	143.245	143.252	-12.0	9.3	2818.0	Range
101000161	GBPJPY	buy	1.0	2025.04.18 03:46:46	153.85	2025.04.18 05:23:46	153.736	153.847	153.854	-12.0	5.2	-11383.0	Scalp
101000162	USDJPY	buy	0.5	2025.07.13 14:48:46	128.349	2025.07.13 16:30:46	128.289	128.346	128.353	-12.0	-1.0	-3006.0	Breakout
101000163	EURUSD	buy	0.3	2025.08.08 22:43:46	1.15473	2025.08.08 23:59:46	1.15451	1.15173	1.15873	-12.0	-5.8	-6415.0	Pullback
101000164	USDJPY	buy	2.0	2024.09.02 04:16:46	138.83	2024.09.02 07:40:46	138.807	138.827	138.834	0.0	-8.1	-4633.0	Reversal
101000165	GBPUSD	sell	0.5	2023.09.09 16:21:46	1.08307	2023.09.09 20:00:46	1.08288	1.08607	1.07907	0.0	1.6	9692.0	Trend
101000166	GBPJPY	sell	2.0	2022.11.30 07:42:46	142.68	2022.11.30 11:57:46	142.71	142.683	142.676	0.0	-7.1	-6090.0	Range
101000167	AUDUSD	sell	1.0	2023.05.16 02:22:46	1.45698	2023.05.16 05:01:46	1.4571	1.45998	1.45298	0.0	-10.0	-11304.0	Scalp
101000168	EURJPY	buy	0.5	2025.06.03 21:33:46	154.751	2025.06.04 01:16:46	154.825	154.748	154.755	0.0	7.7	3722.0	Breakout
101000169	USDJPY	buy	1.0	2025.03.31 13:52:46	155.759	2025.03.31 18:07:46	155.607	155.756	155.763	0.0	4.8	-15239.0	Pullback
101000170	GBPJPY	buy	2.0	2025.03.01 00:30:46	100.805	2025.03.01 04:26:46	100.778	100.802	100.809	0.0	-9.8	-5490.0	Reversal
101000171	AUDUSD	buy	1.0	2024.08.03 21:18:46	1.25966	2024.08.03 23:32:46	1.25956	1.25666	1.26366	0.0	-6.0	-9339.0	Trend
101000172	GBPJPY	buy	1.0	2023.05.11 06:22:46	133.686	2023.05.11 08:54:46	133.592	133.683	133.69	0.0	9.8	-9354.0	Range
